intent,subject,question,answer
general,general,"he promised to hire 1,000 more police officers.",how many did he hire?
general,general,how many did he hire?,one hundred!
general,general,one hundred!,maybe he had a good reason.
general,general,maybe he had a good reason.,maybe he's just a liar.
general,general,maybe he's just a liar.,"maybe i'll vote for someone else, too."
general,general,i can't believe he won the election.,only 15 percent of the voters turned out.
general,general,only 15 percent of the voters turned out.,that is a joke.
general,general,that is a joke.,"voting is so important, but people don't bother."
general,general,"voting is so important, but people don't bother.",many people think their vote doesn't matter.
general,general,many people think their vote doesn't matter.,"the mayor won by only 2,000 votes."
general,general,"the mayor won by only 2,000 votes.",we're stuck with him for four more years.
general,general,we're stuck with him for four more years.,voting is so easy. you can even mail your ballot in.
general,general,voting is so easy. you can even mail your ballot in.,all you have to do is vote and put a stamp on it.
general,general,all you have to do is vote and put a stamp on it.,how easy is that?
general,general,how easy is that?,i guess people just don't care.
general,general,i guess people just don't care.,they'll care when they see their taxes go up.
general,general,"well, we have a new president.",but we have the same old problems.
general,general,but we have the same old problems.,"well, he's made a few changes."
general,general,"well, he's made a few changes.",like what?
general,general,like what?,i think he closed the bowling alley in the white house.
general,general,i think he closed the bowling alley in the white house.,"oh, yeah. he's changing it to a basketball court."
general,general,"oh, yeah. he's changing it to a basketball court.",who's paying for that?
general,general,who's paying for that?,i think we are!
general,general,i think we are!,"well, that's okay, as long as it helps him relax and think more clearly."
general,general,"well, that's okay, as long as it helps him relax and think more clearly.","yes, we need a relaxed president who thinks clearly."
general,general,"yes, we need a relaxed president who thinks clearly.",do any other world leaders have a basketball court?
general,general,do any other world leaders have a basketball court?,they will. you know america always leads the way.
general,general,people say that everybody loves obama.,"well, more than 50 million people voted for mccain."
general,general,"well, more than 50 million people voted for mccain.",that's 50 million people who don't love obama.
general,general,that's 50 million people who don't love obama.,obama's got four years to make everyone happy.
general,general,obama's got four years to make everyone happy.,he's never going to make everyone happy.
general,general,he's never going to make everyone happy.,can you imagine being president?
general,general,can you imagine being president?,everyone wants you to solve their problems.
general,general,everyone wants you to solve their problems.,i have enough stress from trying to solve my own problems.
general,general,i have enough stress from trying to solve my own problems.,you and everybody else.
general,general,you and everybody else.,i would never want to be president.
